year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2018,J,Information Media and Telecommunications,b_1-5,Total assets,570,DOLLARS(millions)
2018,J,Information Media and Telecommunications,b_1-5,Fixed tangible assets,78,DOLLARS(millions)
2018,J,Information Media and Telecommunications,c_6-9,Activity unit,165,COUNT
2018,J,Information Media and Telecommunications,c_6-9,Rolling mean employees,1191,COUNT
2018,J,Information Media and Telecommunications,c_6-9,Salaries and wages paid,72,DOLLARS(millions)
2018,J,Information Media and Telecommunications,c_6-9,"Sales, government funding, grants and subsidies",513,DOLLARS(millions)
2018,J,Information Media and Telecommunications,c_6-9,Total income,546,DOLLARS(millions)
2018,J,Information Media and Telecommunications,c_6-9,Total expenditure,496,DOLLARS(millions)
2018,J,Information Media and Telecommunications,c_6-9,Operating profit before tax,32,DOLLARS(millions)
2018,J,Information Media and Telecommunications,c_6-9,Total assets,677,DOLLARS(millions)
2018,J,Information Media and Telecommunications,c_6-9,Fixed tangible assets,88,DOLLARS(millions)
2018,J,Information Media and Telecommunications,d_10-19,Activity unit,135,COUNT
2018,J,Information Media and Telecommunications,d_10-19,Rolling mean employees,1854,COUNT
2018,J,Information Media and Telecommunications,d_10-19,Salaries and wages paid,98,DOLLARS(millions)
2018,J,Information Media and Telecommunications,d_10-19,"Sales, government funding, grants and subsidies",326,DOLLARS(millions)
2018,J,Information Media and Telecommunications,d_10-19,Total income,328,DOLLARS(millions)
2018,J,Information Media and Telecommunications,d_10-19,Total expenditure,379,DOLLARS(millions)
2018,J,Information Media and Telecommunications,d_10-19,Operating profit before tax,-46,DOLLARS(millions)
2018,J,Information Media and Telecommunications,d_10-19,Total assets,346,DOLLARS(millions)
2018,J,Information Media and Telecommunications,d_10-19,Fixed tangible assets,38,DOLLARS(millions)
2018,J,Information Media and Telecommunications,e_20-49,Activity unit,45,COUNT
2018,J,Information Media and Telecommunications,e_20-49,Rolling mean employees,1392,COUNT
2018,J,Information Media and Telecommunications,e_20-49,Salaries and wages paid,112,DOLLARS(millions)
2018,J,Information Media and Telecommunications,e_20-49,"Sales, government funding, grants and subsidies",C,DOLLARS(millions)
2018,J,Information Media and Telecommunications,e_20-49,Total income,518,DOLLARS(millions)
2018,J,Information Media and Telecommunications,e_20-49,Total expenditure,505,DOLLARS(millions)
2018,J,Information Media and Telecommunications,e_20-49,Operating profit before tax,27,DOLLARS(millions)
2018,J,Information Media and Telecommunications,e_20-49,Total assets,512,DOLLARS(millions)
2018,J,Information Media and Telecommunications,e_20-49,Fixed tangible assets,C,DOLLARS(millions)
2018,J,Information Media and Telecommunications,f_50-99,Activity unit,27,COUNT
2018,J,Information Media and Telecommunications,f_50-99,Rolling mean employees,1785,COUNT
2018,J,Information Media and Telecommunications,f_50-99,Salaries and wages paid,86,DOLLARS(millions)
2018,J,Information Media and Telecommunications,f_50-99,"Sales, government funding, grants and subsidies",298,DOLLARS(millions)
2018,J,Information Media and Telecommunications,f_50-99,Total income,309,DOLLARS(millions)
2018,J,Information Media and Telecommunications,f_50-99,Total expenditure,307,DOLLARS(millions)
2018,J,Information Media and Telecommunications,f_50-99,Operating profit before tax,13,DOLLARS(millions)
2018,J,Information Media and Telecommunications,f_50-99,Total assets,288,DOLLARS(millions)
2018,J,Information Media and Telecommunications,f_50-99,Fixed tangible assets,48,DOLLARS(millions)
2018,J,Information Media and Telecommunications,g_100-199,Activity unit,9,COUNT
2018,J,Information Media and Telecommunications,g_100-199,Rolling mean employees,1377,COUNT
2018,J,Information Media and Telecommunications,g_100-199,Salaries and wages paid,103,DOLLARS(millions)
2018,J,Information Media and Telecommunications,g_100-199,"Sales, government funding, grants and subsidies",365,DOLLARS(millions)
2018,J,Information Media and Telecommunications,g_100-199,Total income,366,DOLLARS(millions)
2018,J,Information Media and Telecommunications,g_100-199,Total expenditure,342,DOLLARS(millions)
2018,J,Information Media and Telecommunications,g_100-199,Operating profit before tax,24,DOLLARS(millions)
2018,J,Information Media and Telecommunications,g_100-199,Total assets,1175,DOLLARS(millions)
2018,J,Information Media and Telecommunications,g_100-199,Fixed tangible assets,C,DOLLARS(millions)
2018,J,Information Media and Telecommunications,h_200+,Activity unit,18,COUNT
2018,J,Information Media and Telecommunications,h_200+,Rolling mean employees,23394,COUNT
2018,J,Information Media and Telecommunications,h_200+,Salaries and wages paid,1671,DOLLARS(millions)
2018,J,Information Media and Telecommunications,h_200+,"Sales, government funding, grants and subsidies",10062,DOLLARS(millions)
2018,J,Information Media and Telecommunications,h_200+,Total income,10275,DOLLARS(millions)
2018,J,Information Media and Telecommunications,h_200+,Total expenditure,9708,DOLLARS(millions)
2018,J,Information Media and Telecommunications,h_200+,Operating profit before tax,974,DOLLARS(millions)
2018,J,Information Media and Telecommunications,h_200+,Total assets,17933,DOLLARS(millions)
2018,J,Information Media and Telecommunications,h_200+,Fixed tangible assets,7450,DOLLARS(millions)
2018,J,Information Media and Telecommunications,i_Industry_Total,Activity unit,5754,COUNT
2018,J,Information Media and Telecommunications,i_Industry_Total,Rolling mean employees,33123,COUNT
2018,J,Information Media and Telecommunications,i_Industry_Total,Salaries and wages paid,2404,DOLLARS(millions)
2018,J,Information Media and Telecommunications,i_Industry_Total,"Sales, government funding, grants and subsidies",C,DOLLARS(millions)
2018,J,Information Media and Telecommunications,i_Industry_Total,Total income,13982,DOLLARS(millions)
2018,J,Information Media and Telecommunications,i_Industry_Total,Total expenditure,13309,DOLLARS(millions)
2018,J,Information Media and Telecommunications,i_Industry_Total,Operating profit before tax,1192,DOLLARS(millions)
2018,J,Information Media and Telecommunications,i_Industry_Total,Total assets,22443,DOLLARS(millions)
2018,J,Information Media and Telecommunications,i_Industry_Total,Fixed tangible assets,9069,DOLLARS(millions)
2018,K,Financial and Insurance Services,a_0,Activity unit,27615,COUNT
2018,K,Financial and Insurance Services,a_0,Rolling mean employees,0,COUNT
2018,K,Financial and Insurance Services,a_0,Salaries and wages paid,537,DOLLARS(millions)
2018,K,Financial and Insurance Services,a_0,"Sales, government funding, grants and subsidies",6548,DOLLARS(millions)
2018,K,Financial and Insurance Services,a_0,Total income,39056,DOLLARS(millions)
2018,K,Financial and Insurance Services,a_0,Total expenditure,13833,DOLLARS(millions)
2018,K,Financial and Insurance Services,a_0,Operating profit before tax,19781,DOLLARS(millions)
2018,K,Financial and Insurance Services,a_0,Total assets,435671,DOLLARS(millions)
2018,K,Financial and Insurance Services,a_0,Fixed tangible assets,23092,DOLLARS(millions)
2018,K,Financial and Insurance Services,b_1-5,Activity unit,2433,COUNT
2018,K,Financial and Insurance Services,b_1-5,Rolling mean employees,4515,COUNT
2018,K,Financial and Insurance Services,b_1-5,Salaries and wages paid,389,DOLLARS(millions)
2018,K,Financial and Insurance Services,b_1-5,"Sales, government funding, grants and subsidies",1628,DOLLARS(millions)
2018,K,Financial and Insurance Services,b_1-5,Total income,3508,DOLLARS(millions)
2018,K,Financial and Insurance Services,b_1-5,Total expenditure,1947,DOLLARS(millions)
2018,K,Financial and Insurance Services,b_1-5,Operating profit before tax,1126,DOLLARS(millions)
2018,K,Financial and Insurance Services,b_1-5,Total assets,24775,DOLLARS(millions)
2018,K,Financial and Insurance Services,b_1-5,Fixed tangible assets,1097,DOLLARS(millions)
2018,K,Financial and Insurance Services,c_6-9,Activity unit,252,COUNT
2018,K,Financial and Insurance Services,c_6-9,Rolling mean employees,1794,COUNT
2018,K,Financial and Insurance Services,c_6-9,Salaries and wages paid,173,DOLLARS(millions)
2018,K,Financial and Insurance Services,c_6-9,"Sales, government funding, grants and subsidies",502,DOLLARS(millions)
2018,K,Financial and Insurance Services,c_6-9,Total income,1133,DOLLARS(millions)
2018,K,Financial and Insurance Services,c_6-9,Total expenditure,928,DOLLARS(millions)
2018,K,Financial and Insurance Services,c_6-9,Operating profit before tax,218,DOLLARS(millions)
2018,K,Financial and Insurance Services,c_6-9,Total assets,13056,DOLLARS(millions)
2018,K,Financial and Insurance Services,c_6-9,Fixed tangible assets,78,DOLLARS(millions)
2018,K,Financial and Insurance Services,d_10-19,Activity unit,150,COUNT
2018,K,Financial and Insurance Services,d_10-19,Rolling mean employees,1971,COUNT
2018,K,Financial and Insurance Services,d_10-19,Salaries and wages paid,174,DOLLARS(millions)
2018,K,Financial and Insurance Services,d_10-19,"Sales, government funding, grants and subsidies",456,DOLLARS(millions)
2018,K,Financial and Insurance Services,d_10-19,Total income,1181,DOLLARS(millions)
2018,K,Financial and Insurance Services,d_10-19,Total expenditure,944,DOLLARS(millions)
2018,K,Financial and Insurance Services,d_10-19,Operating profit before tax,154,DOLLARS(millions)
2018,K,Financial and Insurance Services,d_10-19,Total assets,10380,DOLLARS(millions)
2018,K,Financial and Insurance Services,d_10-19,Fixed tangible assets,78,DOLLARS(millions)
2018,K,Financial and Insurance Services,e_20-49,Activity unit,81,COUNT
2018,K,Financial and Insurance Services,e_20-49,Rolling mean employees,2340,COUNT
2018,K,Financial and Insurance Services,e_20-49,Salaries and wages paid,257,DOLLARS(millions)
2018,K,Financial and Insurance Services,e_20-49,"Sales, government funding, grants and subsidies",1068,DOLLARS(millions)
2018,K,Financial and Insurance Services,e_20-49,Total income,1593,DOLLARS(millions)
2018,K,Financial and Insurance Services,e_20-49,Total expenditure,1252,DOLLARS(millions)
2018,K,Financial and Insurance Services,e_20-49,Operating profit before tax,279,DOLLARS(millions)
2018,K,Financial and Insurance Services,e_20-49,Total assets,12028,DOLLARS(millions)
2018,K,Financial and Insurance Services,e_20-49,Fixed tangible assets,151,DOLLARS(millions)
2018,K,Financial and Insurance Services,f_50-99,Activity unit,51,COUNT
2018,K,Financial and Insurance Services,f_50-99,Rolling mean employees,3267,COUNT
2018,K,Financial and Insurance Services,f_50-99,Salaries and wages paid,339,DOLLARS(millions)
2018,K,Financial and Insurance Services,f_50-99,"Sales, government funding, grants and subsidies",936,DOLLARS(millions)
2018,K,Financial and Insurance Services,f_50-99,Total income,2038,DOLLARS(millions)
2018,K,Financial and Insurance Services,f_50-99,Total expenditure,1419,DOLLARS(millions)
2018,K,Financial and Insurance Services,f_50-99,Operating profit before tax,264,DOLLARS(millions)
2018,K,Financial and Insurance Services,f_50-99,Total assets,21432,DOLLARS(millions)
2018,K,Financial and Insurance Services,f_50-99,Fixed tangible assets,62,DOLLARS(millions)
2018,K,Financial and Insurance Services,g_100-199,Activity unit,18,COUNT
2018,K,Financial and Insurance Services,g_100-199,Rolling mean employees,2547,COUNT
2018,K,Financial and Insurance Services,g_100-199,Salaries and wages paid,225,DOLLARS(millions)
2018,K,Financial and Insurance Services,g_100-199,"Sales, government funding, grants and subsidies",785,DOLLARS(millions)
2018,K,Financial and Insurance Services,g_100-199,Total income,1752,DOLLARS(millions)
2018,K,Financial and Insurance Services,g_100-199,Total expenditure,1269,DOLLARS(millions)
2018,K,Financial and Insurance Services,g_100-199,Operating profit before tax,308,DOLLARS(millions)
2018,K,Financial and Insurance Services,g_100-199,Total assets,19517,DOLLARS(millions)
2018,K,Financial and Insurance Services,g_100-199,Fixed tangible assets,39,DOLLARS(millions)
2018,K,Financial and Insurance Services,h_200+,Activity unit,45,COUNT
2018,K,Financial and Insurance Services,h_200+,Rolling mean employees,45603,COUNT
2018,K,Financial and Insurance Services,h_200+,Salaries and wages paid,3991,DOLLARS(millions)
2018,K,Financial and Insurance Services,h_200+,"Sales, government funding, grants and subsidies",7595,DOLLARS(millions)
2018,K,Financial and Insurance Services,h_200+,Total income,32798,DOLLARS(millions)
2018,K,Financial and Insurance Services,h_200+,Total expenditure,24054,DOLLARS(millions)
2018,K,Financial and Insurance Services,h_200+,Operating profit before tax,8193,DOLLARS(millions)
2018,K,Financial and Insurance Services,h_200+,Total assets,610312,DOLLARS(millions)
2018,K,Financial and Insurance Services,h_200+,Fixed tangible assets,1037,DOLLARS(millions)
2018,K,Financial and Insurance Services,i_Industry_Total,Activity unit,30639,COUNT
2018,K,Financial and Insurance Services,i_Industry_Total,Rolling mean employees,62034,COUNT
2018,K,Financial and Insurance Services,i_Industry_Total,Salaries and wages paid,6085,DOLLARS(millions)
2018,K,Financial and Insurance Services,i_Industry_Total,"Sales, government funding, grants and subsidies",19518,DOLLARS(millions)
2018,K,Financial and Insurance Services,i_Industry_Total,Total income,83059,DOLLARS(millions)
2018,K,Financial and Insurance Services,i_Industry_Total,Total expenditure,45645,DOLLARS(millions)
2018,K,Financial and Insurance Services,i_Industry_Total,Operating profit before tax,30322,DOLLARS(millions)
2018,K,Financial and Insurance Services,i_Industry_Total,Total assets,1147171,DOLLARS(millions)
2018,K,Financial and Insurance Services,i_Industry_Total,Fixed tangible assets,25633,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",a_0,Activity unit,73029,COUNT
2018,L,"Rental, Hiring and Real Estate Services",a_0,Rolling mean employees,0,COUNT
2018,L,"Rental, Hiring and Real Estate Services",a_0,Salaries and wages paid,603,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",a_0,"Sales, government funding, grants and subsidies",17998,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",a_0,Total income,22619,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",a_0,Total expenditure,12646,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",a_0,Operating profit before tax,6744,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",a_0,Total assets,218757,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",a_0,Fixed tangible assets,163790,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",b_1-5,Activity unit,5463,COUNT
2018,L,"Rental, Hiring and Real Estate Services",b_1-5,Rolling mean employees,8880,COUNT
2018,L,"Rental, Hiring and Real Estate Services",b_1-5,Salaries and wages paid,434,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",b_1-5,"Sales, government funding, grants and subsidies",3240,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",b_1-5,Total income,3698,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",b_1-5,Total expenditure,2745,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",b_1-5,Operating profit before tax,732,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",b_1-5,Total assets,17381,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",b_1-5,Fixed tangible assets,11358,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",c_6-9,Activity unit,489,COUNT
2018,L,"Rental, Hiring and Real Estate Services",c_6-9,Rolling mean employees,3321,COUNT
2018,L,"Rental, Hiring and Real Estate Services",c_6-9,Salaries and wages paid,156,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",c_6-9,"Sales, government funding, grants and subsidies",730,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",c_6-9,Total income,766,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",c_6-9,Total expenditure,652,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",c_6-9,Operating profit before tax,110,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",c_6-9,Total assets,2251,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",c_6-9,Fixed tangible assets,1207,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",d_10-19,Activity unit,390,COUNT
2018,L,"Rental, Hiring and Real Estate Services",d_10-19,Rolling mean employees,4848,COUNT
2018,L,"Rental, Hiring and Real Estate Services",d_10-19,Salaries and wages paid,302,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",d_10-19,"Sales, government funding, grants and subsidies",1120,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",d_10-19,Total income,1211,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",d_10-19,Total expenditure,1049,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",d_10-19,Operating profit before tax,139,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",d_10-19,Total assets,3001,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",d_10-19,Fixed tangible assets,1164,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",e_20-49,Activity unit,168,COUNT
2018,L,"Rental, Hiring and Real Estate Services",e_20-49,Rolling mean employees,4821,COUNT
2018,L,"Rental, Hiring and Real Estate Services",e_20-49,Salaries and wages paid,291,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",e_20-49,"Sales, government funding, grants and subsidies",1138,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",e_20-49,Total income,1217,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",e_20-49,Total expenditure,1059,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",e_20-49,Operating profit before tax,152,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",e_20-49,Total assets,1843,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",e_20-49,Fixed tangible assets,1052,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",f_50-99,Activity unit,21,COUNT
2018,L,"Rental, Hiring and Real Estate Services",f_50-99,Rolling mean employees,1470,COUNT
2018,L,"Rental, Hiring and Real Estate Services",f_50-99,Salaries and wages paid,102,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",f_50-99,"Sales, government funding, grants and subsidies",545,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",f_50-99,Total income,582,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",f_50-99,Total expenditure,500,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",f_50-99,Operating profit before tax,79,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",f_50-99,Total assets,923,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",f_50-99,Fixed tangible assets,702,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",g_100-199,Activity unit,27,COUNT
2018,L,"Rental, Hiring and Real Estate Services",g_100-199,Rolling mean employees,3954,COUNT
2018,L,"Rental, Hiring and Real Estate Services",g_100-199,Salaries and wages paid,281,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",g_100-199,"Sales, government funding, grants and subsidies",1495,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",g_100-199,Total income,1588,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",g_100-199,Total expenditure,1316,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",g_100-199,Operating profit before tax,277,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",g_100-199,Total assets,5321,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",g_100-199,Fixed tangible assets,2495,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",h_200+,Activity unit,12,COUNT
2018,L,"Rental, Hiring and Real Estate Services",h_200+,Rolling mean employees,4518,COUNT
2018,L,"Rental, Hiring and Real Estate Services",h_200+,Salaries and wages paid,225,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",h_200+,"Sales, government funding, grants and subsidies",1198,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",h_200+,Total income,1239,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",h_200+,Total expenditure,1066,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",h_200+,Operating profit before tax,203,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",h_200+,Total assets,1406,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",h_200+,Fixed tangible assets,596,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Activity unit,79596,COUNT
2018,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Rolling mean employees,31815,COUNT
2018,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Salaries and wages paid,2394,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,"Sales, government funding, grants and subsidies",27464,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Total income,32922,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Total expenditure,21032,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Operating profit before tax,8435,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Total assets,250883,DOLLARS(millions)
2018,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Fixed tangible assets,182364,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",a_0,Activity unit,40581,COUNT
2018,M,"Professional, Scientific and Technical Services",a_0,Rolling mean employees,0,COUNT
2018,M,"Professional, Scientific and Technical Services",a_0,Salaries and wages paid,2065,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",a_0,"Sales, government funding, grants and subsidies",7571,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",a_0,Total income,7951,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",a_0,Total expenditure,5958,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",a_0,Operating profit before tax,1874,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",a_0,Total assets,8065,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",a_0,Fixed tangible assets,2119,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",b_1-5,Activity unit,13473,COUNT
2018,M,"Professional, Scientific and Technical Services",b_1-5,Rolling mean employees,24951,COUNT
2018,M,"Professional, Scientific and Technical Services",b_1-5,Salaries and wages paid,1910,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",b_1-5,"Sales, government funding, grants and subsidies",5409,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",b_1-5,Total income,5637,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",b_1-5,Total expenditure,4652,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",b_1-5,Operating profit before tax,941,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",b_1-5,Total assets,5356,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",b_1-5,Fixed tangible assets,894,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",c_6-9,Activity unit,2130,COUNT
2018,M,"Professional, Scientific and Technical Services",c_6-9,Rolling mean employees,15138,COUNT
2018,M,"Professional, Scientific and Technical Services",c_6-9,Salaries and wages paid,1113,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",c_6-9,"Sales, government funding, grants and subsidies",2613,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",c_6-9,Total income,2655,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",c_6-9,Total expenditure,2351,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",c_6-9,Operating profit before tax,328,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",c_6-9,Total assets,1648,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",c_6-9,Fixed tangible assets,167,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",d_10-19,Activity unit,1644,COUNT
2018,M,"Professional, Scientific and Technical Services",d_10-19,Rolling mean employees,21876,COUNT
2018,M,"Professional, Scientific and Technical Services",d_10-19,Salaries and wages paid,1656,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",d_10-19,"Sales, government funding, grants and subsidies",3934,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",d_10-19,Total income,4094,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",d_10-19,Total expenditure,3644,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",d_10-19,Operating profit before tax,494,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",d_10-19,Total assets,4402,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",d_10-19,Fixed tangible assets,327,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",e_20-49,Activity unit,879,COUNT
2018,M,"Professional, Scientific and Technical Services",e_20-49,Rolling mean employees,26133,COUNT
2018,M,"Professional, Scientific and Technical Services",e_20-49,Salaries and wages paid,2105,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",e_20-49,"Sales, government funding, grants and subsidies",5133,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",e_20-49,Total income,5588,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",e_20-49,Total expenditure,4825,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",e_20-49,Operating profit before tax,889,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",e_20-49,Total assets,7187,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",e_20-49,Fixed tangible assets,431,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",f_50-99,Activity unit,249,COUNT
2018,M,"Professional, Scientific and Technical Services",f_50-99,Rolling mean employees,16800,COUNT
2018,M,"Professional, Scientific and Technical Services",f_50-99,Salaries and wages paid,1345,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",f_50-99,"Sales, government funding, grants and subsidies",3125,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",f_50-99,Total income,3346,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",f_50-99,Total expenditure,3017,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",f_50-99,Operating profit before tax,333,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",f_50-99,Total assets,3523,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",f_50-99,Fixed tangible assets,402,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",g_100-199,Activity unit,102,COUNT
2018,M,"Professional, Scientific and Technical Services",g_100-199,Rolling mean employees,13968,COUNT
2018,M,"Professional, Scientific and Technical Services",g_100-199,Salaries and wages paid,1176,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",g_100-199,"Sales, government funding, grants and subsidies",2894,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",g_100-199,Total income,3058,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",g_100-199,Total expenditure,2680,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",g_100-199,Operating profit before tax,422,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",g_100-199,Total assets,3644,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",g_100-199,Fixed tangible assets,213,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",h_200+,Activity unit,72,COUNT
2018,M,"Professional, Scientific and Technical Services",h_200+,Rolling mean employees,33999,COUNT
2018,M,"Professional, Scientific and Technical Services",h_200+,Salaries and wages paid,3098,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",h_200+,"Sales, government funding, grants and subsidies",6209,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",h_200+,Total income,6577,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",h_200+,Total expenditure,7335,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",h_200+,Operating profit before tax,-13,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",h_200+,Total assets,29132,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",h_200+,Fixed tangible assets,1634,DOLLARS(millions)
2018,M,"Professional, Scientific and Technical Services",i_Industry_Total,Activity unit,59130,COUNT
2018,M,"Professional, Scientific and Technical Services",i_Industry_Total,Rolling mean employees,152868,COUNT
2018,M,"Professional, Scientific and Technical Services",i_Industry_Total,Salaries and wages paid,14468,DOLLARS(millions)
